gym,体育館,gym.mp3
playground,運動場,playground.mp3
classroom,教室,classroom.mp3
science room,理科室,science_room.mp3
cooking room,調理室,cooking_room.mp3
library,図書室,library.mp3
,,
breakfast,朝食,breakfast.mp3
lunch,昼食,lunch.mp3
dinner,夕食,dinner.mp3
,,
what,何,what.mp3
where,どこ <場所>,where.mp3
when,いつ <時間>,when.mp3
why,なぜ,why.mp3
who,誰,who.mp3
how,どうやって,how.mp3
whose,誰の,whose.mp3
which,どちら,which.mp3
how much,（値段が）いくら,how_much.mp3
how long,どのくらい遠い,how_long.mp3
